y.first,z.first,year1st,pts,days,psi1,p,phi,decline,percent,g,yrs,nsim,input
14,5,6,20,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 20, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,30,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 30, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,40,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 40, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,50,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 50, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,60,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 60, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,70,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 70, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,80,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 80, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,90,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 90, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,120,15,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 120, 15, 0.3, 0.2, 0.9, 0, 10, 500"
0,0,NA,10,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 10, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,4,5,20,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 20, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,30,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 30, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,40,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 40, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,50,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 50, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,60,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 60, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,70,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 70, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,80,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 80, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,90,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 90, 30, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,120,30,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 120, 30, 0.3, 0.2, 0.9, 0, 10, 500"
14,0,NA,10,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 10, 45, 0.3, 0.2, 0.9, 0, 10, 500"
14,5,6,20,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 20, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,30,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 30, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,40,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 40, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,50,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 50, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,60,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 60, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,70,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 70, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,80,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 80, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,90,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 90, 45, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,120,45,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 120, 45, 0.3, 0.2, 0.9, 0, 10, 500"
9,0,NA,10,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 10, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,5,6,20,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 20, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,3,4,30,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 30, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,40,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 40, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,50,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 50, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,60,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 60, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,2,3,70,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 70, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,80,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 80, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,90,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 90, 60, 0.3, 0.2, 0.9, 0, 10, 500"
0,1,2,120,60,0.3,0.2,0.9,0.1,10%,0,10,500,"input values 120, 60, 0.3, 0.2, 0.9, 0, 10, 500"
8,6,7,10,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 10, 15, 0.5, 0.2, 0.9, 0, 10, 500"
9,3,4,20,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 20, 15, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,30,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 30, 15, 0.5, 0.2, 0.9, 0, 10, 500"
14,2,3,40,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 40, 15, 0.5, 0.2, 0.9, 0, 10, 500"
9,1,2,50,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 50, 15, 0.5, 0.2, 0.9, 0, 10, 500"
9,1,2,60,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 60, 15, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,70,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 70, 15, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,80,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 80, 15, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,90,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 90, 15, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,120,15,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 120, 15, 0.5, 0.2, 0.9, 0, 10, 500"
8,6,7,10,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 10, 30, 0.5, 0.2, 0.9, 0, 10, 500"
9,3,4,20,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 20, 30, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,30,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 30, 30, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,40,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 40, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,50,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 50, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,60,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 60, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,70,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 70, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,80,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 80, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,90,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 90, 30, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,120,30,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 120, 30, 0.5, 0.2, 0.9, 0, 10, 500"
8,5,6,10,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 10, 45, 0.5, 0.2, 0.9, 0, 10, 500"
9,3,4,20,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 20, 45, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,30,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 30, 45, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,40,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 40, 45, 0.5, 0.2, 0.9, 0, 10, 500"
9,1,2,50,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 50, 45, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,60,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 60, 45, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,70,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 70, 45, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,80,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 80, 45, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,90,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 90, 45, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,120,45,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 120, 45, 0.5, 0.2, 0.9, 0, 10, 500"
8,5,6,10,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 10, 60, 0.5, 0.2, 0.9, 0, 10, 500"
9,3,4,20,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 20, 60, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,30,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 30, 60, 0.5, 0.2, 0.9, 0, 10, 500"
9,2,3,40,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 40, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,50,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 50, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,60,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 60, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,70,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 70, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,80,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 80, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,90,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 90, 60, 0.5, 0.2, 0.9, 0, 10, 500"
14,1,2,120,60,0.5,0.2,0.9,0.1,10%,0,10,500,"input values 120, 60, 0.5, 0.2, 0.9, 0, 10, 500"
7,4,5,10,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 10, 15, 0.7, 0.2, 0.9, 0, 10, 500"
7,0,NA,20,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 20, 15, 0.7, 0.2, 0.9, 0, 10, 500"
7,2,3,30,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 30, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,40,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 40, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,50,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 50, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,60,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 60, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,70,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 70, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,0,NA,80,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 80, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,0,NA,90,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 90, 15, 0.7, 0.2, 0.9, 0, 10, 500"
8,0,NA,120,15,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 120, 15, 0.7, 0.2, 0.9, 0, 10, 500"
7,4,5,10,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 10, 30, 0.7, 0.2, 0.9, 0, 10, 500"
7,2,3,20,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 20, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,2,3,30,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 30, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,0,NA,40,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 40, 30, 0.7, 0.2, 0.9, 0, 10, 500"
5,1,2,50,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 50, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,60,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 60, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,70,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 70, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,80,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 80, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,90,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 90, 30, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,120,30,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 120, 30, 0.7, 0.2, 0.9, 0, 10, 500"
7,4,5,10,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 10, 45, 0.7, 0.2, 0.9, 0, 10, 500"
7,2,3,20,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 20, 45, 0.7, 0.2, 0.9, 0, 10, 500"
7,2,3,30,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 30, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,40,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 40, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,50,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 50, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,60,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 60, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,70,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 70, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,80,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 80, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,90,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 90, 45, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,120,45,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 120, 45, 0.7, 0.2, 0.9, 0, 10, 500"
7,4,5,10,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 10, 60, 0.7, 0.2, 0.9, 0, 10, 500"
7,2,3,20,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 20, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,2,3,30,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 30, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,40,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 40, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,50,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 50, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,60,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 60, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,70,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 70, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,80,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 80, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,0,NA,90,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 90, 60, 0.7, 0.2, 0.9, 0, 10, 500"
8,1,2,120,60,0.7,0.2,0.9,0.1,10%,0,10,500,"input values 120, 60, 0.7, 0.2, 0.9, 0, 10, 500"
5,4,5,10,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 10, 15, 0.9, 0.2, 0.9, 0, 10, 500"
6,2,3,20,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 20, 15, 0.9, 0.2, 0.9, 0, 10, 500"
6,1,2,30,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 30, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,40,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 40, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,50,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 50, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,60,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 60, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,70,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 70, 15, 0.9, 0.2, 0.9, 0, 10, 500"
8,0,NA,80,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 80, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,90,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 90, 15, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,120,15,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 120, 15, 0.9, 0.2, 0.9, 0, 10, 500"
5,3,4,10,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 10, 30, 0.9, 0.2, 0.9, 0, 10, 500"
6,2,3,20,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 20, 30, 0.9, 0.2, 0.9, 0, 10, 500"
6,0,NA,30,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 30, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,40,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 40, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,50,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 50, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,60,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 60, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,70,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 70, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,80,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 80, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,90,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 90, 30, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,120,30,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 120, 30, 0.9, 0.2, 0.9, 0, 10, 500"
5,3,4,10,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 10, 45, 0.9, 0.2, 0.9, 0, 10, 500"
6,2,3,20,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 20, 45, 0.9, 0.2, 0.9, 0, 10, 500"
6,1,2,30,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 30, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,40,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 40, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,50,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 50, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,60,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 60, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,70,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 70, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,80,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 80, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,90,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 90, 45, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,120,45,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 120, 45, 0.9, 0.2, 0.9, 0, 10, 500"
5,3,4,10,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 10, 60, 0.9, 0.2, 0.9, 0, 10, 500"
6,2,3,20,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 20, 60, 0.9, 0.2, 0.9, 0, 10, 500"
6,1,2,30,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 30, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,40,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 40, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,50,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 50, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,60,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 60, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,70,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 70, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,80,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 80, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,0,NA,90,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 90, 60, 0.9, 0.2, 0.9, 0, 10, 500"
7,1,2,120,60,0.9,0.2,0.9,0.1,10%,0,10,500,"input values 120, 60, 0.9, 0.2, 0.9, 0, 10, 500"
14,0,NA,10,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 10, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,20,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 20, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,30,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 30, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,6,7,40,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 40, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,4,5,50,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 50, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,60,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 60, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,70,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 70, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,80,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 80, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,90,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 90, 15, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,120,15,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 120, 15, 0.1, 0.2, 0.85, 0, 10, 500"
13,0,NA,10,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 10, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,20,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 20, 30, 0.1, 0.2, 0.85, 0, 10, 500"
14,7,8,30,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 30, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,6,7,40,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 40, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,4,5,50,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 50, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,60,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 60, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,70,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 70, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,80,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 80, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,90,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 90, 30, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,120,30,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 120, 30, 0.1, 0.2, 0.85, 0, 10, 500"
13,0,NA,10,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 10, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,20,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 20, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,9,10,30,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 30, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,6,7,40,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 40, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,4,5,50,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 50, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,60,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 60, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,70,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 70, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,80,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 80, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,90,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 90, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,120,45,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 120, 45, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,10,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 10, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,20,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 20, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,0,NA,30,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 30, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,5,6,40,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 40, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,4,5,50,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 50, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,60,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 60, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,70,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 70, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,3,4,80,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 80, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,90,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 90, 60, 0.1, 0.2, 0.85, 0, 10, 500"
0,2,3,120,60,0.1,0.2,0.85,0.15,15%,0,10,500,"input values 120, 60, 0.1, 0.2, 0.85, 0, 10, 500"
6,8,9,10,15,0.3,0.2,0.85,0.15,15%,0,10,500,"input values 10, 15, 0.3, 0.2, 0.85, 0, 10, 500"
8,3,4,20,15,0.3,0.2,0.85,0.15,15%,0,10,500,"input values 20, 15, 0.3, 0.2, 0.85, 0, 10, 500"
